"logFC","AveExpr","t","P.Value","adj.P.Val","B","Gene_Symbol","Dataset","Significant","Regulation"
-0.129965508509015,6.82253503224601,-4.47825812154965,1.05361641762261e-05,3.70871514121104e-05,2.41209881748845,"CAMK2G","GSE57338",TRUE,"DOWN in Disease"
0.123517263707586,6.26537266802236,4.43466509504167,1.2755569531152e-05,4.43141175444172e-05,2.22964992697666,"CAMK1","GSE57338",TRUE,"UP in Disease"
-0.15055776708217,8.55679333304153,-3.72331201917452,0.000232878184541791,0.000665544623918362,-0.521000674239077,"CAMK2B","GSE57338",TRUE,"DOWN in Disease"
-0.0784208953106516,5.57711529155272,-3.24728127655888,0.00129068498618369,0.00322934326252804,-2.11579367337031,"CAMK2A","GSE57338",TRUE,"DOWN in Disease"
-0.0767370646594797,3.94564928817572,-3.13343633258443,0.00189018011762874,0.00459588332562456,-2.46709846162439,"CAMK4","GSE57338",TRUE,"DOWN in Disease"
0.0640178908297192,4.48008100733227,3.00725890582738,0.00284838348071734,0.00669659419831098,-2.84268344299985,"CAMKK1","GSE57338",TRUE,"UP in Disease"
0.0313516820086406,3.41562484371885,1.97644924472873,0.04897583164661,0.0848551320932796,-5.35597141272975,"CAMKV","GSE57338",FALSE,"UP in Disease"
-0.0397154480441589,10.1066361679585,-1.5542282883814,0.121133936722992,0.185221708771514,-6.09289223748081,"CAMK2D","GSE57338",FALSE,"DOWN in Disease"
-0.016658378913634,3.036810149377,-1.00099645371707,0.317596733246231,0.415489228469782,-6.79492075046582,"CAMK1G","GSE57338",FALSE,"DOWN in Disease"
-0.0174992021392075,6.1302330692492,-0.787162805931347,0.431778336922193,0.531270180184807,-6.98535218480674,"CAMKK2","GSE57338",FALSE,"DOWN in Disease"
-0.0209477810920986,5.6983429578115,-0.40182324721525,0.688086565308271,0.763142333465871,-7.21383715757683,"CAMK1D","GSE57338",FALSE,"DOWN in Disease"
-1.35418380208333,6.77506072368421,-4.32553212557176,8.25703722262793e-05,0.000460512882810969,1.29856750678471,"CAMKK2","GSE41177",TRUE,"DOWN in Disease"
-1.19704114583333,6.54128631578947,-4.16272701845116,0.000138705679979196,0.000648914286765743,0.808845503051772,"CAMK1","GSE41177",TRUE,"DOWN in Disease"
-1.09772666666667,6.84444723684211,-3.9761673793755,0.000249092071287877,0.000959671615606808,0.25776903757428,"CAMKK1","GSE41177",TRUE,"DOWN in Disease"
-0.93835267361111,6.45290561403509,-3.72097567348279,0.000545321863009758,0.00164793799006598,-0.476405862627508,"CAMK2G","GSE41177",TRUE,"DOWN in Disease"
-0.964332048611111,3.71885298245614,-3.6995489440731,0.000581830361613713,0.00171998507757177,-0.536927325866291,"CAMK4","GSE41177",TRUE,"DOWN in Disease"
-0.838463833333332,8.05232747368421,-3.41685429333029,0.00134674823291472,0.00311092299378499,-1.31751100499755,"CAMK2B","GSE41177",TRUE,"DOWN in Disease"
-0.709518359374999,7.58307789473684,-2.80219774678611,0.00743865573858889,0.0115480111565263,-2.88192053758048,"CAMK1D","GSE41177",TRUE,"DOWN in Disease"
-0.990229687499998,6.11087763157895,-2.77645159792002,0.0079594450535316,0.0121896966677231,-2.94292927383631,"CAMKV","GSE41177",TRUE,"DOWN in Disease"
-0.830550729166666,5.89896197368421,-2.48790448051927,0.0165889648320247,0.0224779363293222,-3.59872589271419,"CAMK2A","GSE41177",TRUE,"DOWN in Disease"
-0.755910104166665,5.24445171052632,-2.39702819537312,0.0207075377875684,0.0272057880180542,-3.79412548682286,"CAMK1G","GSE41177",TRUE,"DOWN in Disease"
-0.777713541666664,8.345374,-2.29361228684692,0.0264971490456578,0.0337319498823575,-4.00964278209876,"CAMK2D","GSE41177",TRUE,"DOWN in Disease"
0.181548273809524,5.11650090384615,3.22532698962729,0.00322405058175397,0.0321922937980225,-1.92396258229245,"CAMK1G","GSE79768",TRUE,"UP in Disease"
0.27971880952381,8.19573872115385,3.08419649265918,0.00459450747535746,0.0398864254769414,-2.24905168379932,"CAMK1D","GSE79768",TRUE,"UP in Disease"
-0.152632599999999,8.73003058461538,-2.36982905690515,0.0250169802903677,0.11179095720527,-3.77370426041039,"CAMK2D","GSE79768",FALSE,"DOWN in Disease"
-0.0949735684523804,7.14090725961538,-1.71836052758866,0.0969097749285713,0.257411719558473,-4.92661228383912,"CAMKK2","GSE79768",FALSE,"DOWN in Disease"
-0.0558296785714288,4.09925521794872,-1.09885339855702,0.281307497375433,0.495580621428833,-5.73987604874181,"CAMK4","GSE79768",FALSE,"DOWN in Disease"
0.042440323412698,6.67130969871795,1.05746704295099,0.299449302750055,0.514977702180044,-5.78281596312507,"CAMK2G","GSE79768",FALSE,"UP in Disease"
0.0300173392857142,7.12703269230769,0.619958682580378,0.540360535086059,0.723686027081713,-6.14123608372226,"CAMKK1","GSE79768",FALSE,"UP in Disease"
0.0124032678571431,6.53069369230769,0.235411780527214,0.815623847855475,0.903424389130991,-6.30503341618733,"CAMK2A","GSE79768",FALSE,"UP in Disease"
-0.0144874476190475,8.2727891,-0.142391279153768,0.887803370148741,0.94226836096513,-6.32265221970395,"CAMK2B","GSE79768",FALSE,"DOWN in Disease"
-0.00371829761904765,6.87024082692308,-0.0816529101361989,0.935510872922535,0.966874287005695,-6.32948068875199,"CAMK1","GSE79768",FALSE,"DOWN in Disease"
0.000834964285714348,6.99616715384615,0.0150711966097031,0.98808359365784,0.994171822679289,-6.33271348607451,"CAMKV","GSE79768",FALSE,"UP in Disease"
